id,funding_round_id,funded_object_id,investor_object_id,created_at,updated_at
16417,11397,c:40415,f:155,2010-01-22 03:54:14,2010-01-22 03:54:15
16418,11397,c:40415,f:1592,2010-01-22 03:54:14,2010-01-22 03:54:15
16419,11398,c:23102,f:4293,2010-01-22 03:59:22,2013-11-27 05:06:49
16420,11399,c:23326,f:1799,2010-01-22 04:17:21,2010-08-02 17:22:46
16421,11399,c:23326,f:2457,2010-01-22 04:17:21,2010-08-02 17:22:46
16422,11400,c:40417,f:215,2010-01-22 04:26:48,2013-09-19 11:12:07
16423,11400,c:40417,f:937,2010-01-22 04:26:48,2013-09-19 11:12:07
16424,11400,c:40417,f:2871,2010-01-22 04:26:48,2013-09-19 11:12:07
16425,11400,c:40417,f:2249,2010-01-22 04:26:48,2013-09-19 11:12:07
16426,11401,c:40418,f:47,2010-01-22 04:40:38,2013-10-08 10:05:18
16427,11402,c:40421,f:4202,2010-01-22 08:47:59,2010-01-22 08:47:59
16428,11402,c:40421,f:2869,2010-01-22 08:47:59,2010-01-22 08:47:59
16429,11403,c:40425,f:623,2010-01-22 09:35:31,2013-05-30 15:30:22
16430,11403,c:40425,f:1099,2010-01-22 09:35:31,2013-05-30 15:30:22
16431,11404,c:36591,f:318,2010-01-22 10:09:25,2013-06-20 10:36:16
16432,11404,c:36591,f:3935,2010-01-22 10:09:25,2013-06-20 10:36:16
16433,11404,c:36591,f:3821,2010-01-22 10:09:25,2013-06-20 10:36:16
16434,11404,c:36591,f:2138,2010-01-22 10:09:25,2013-06-20 10:36:16
16435,11404,c:36591,f:2472,2010-01-22 10:09:25,2013-06-20 10:36:16
16436,11404,c:36591,f:2818,2010-01-22 10:09:25,2013-06-20 10:36:16
16437,11407,c:40430,f:509,2010-01-22 11:35:00,2010-01-22 11:35:01
16438,11407,c:40430,f:4294,2010-01-22 11:35:00,2010-01-22 11:35:01
16439,11407,c:40430,f:4295,2010-01-22 11:35:00,2010-01-22 11:35:01
16440,11408,c:40431,f:3593,2010-01-22 11:41:59,2013-05-31 07:26:35
16441,11408,c:40431,f:3738,2010-01-22 11:41:59,2013-05-31 07:26:35
16442,11409,c:40432,f:996,2010-01-22 11:51:21,2011-06-10 21:53:14
16443,11409,c:40432,f:2682,2010-01-22 11:51:21,2011-06-10 21:53:14
16444,11409,c:40432,f:2335,2010-01-22 11:51:21,2011-06-10 21:53:14
16445,11411,c:40433,f:3299,2010-01-22 12:05:05,2010-01-22 12:05:06
16446,11412,c:40434,f:2648,2010-01-22 12:13:04,2013-08-12 10:30:13
16447,11412,c:40434,f:837,2010-01-22 12:13:04,2013-08-12 10:30:13
16448,11412,c:40434,f:2805,2010-01-22 12:13:04,2013-08-12 10:30:13
16449,11412,c:40434,f:2257,2010-01-22 12:13:04,2013-08-12 10:30:13
16450,11412,c:40434,f:2604,2010-01-22 12:13:04,2013-08-12 10:30:13
16451,11412,c:40434,f:4296,2010-01-22 12:13:04,2013-08-12 10:30:13
16452,11413,c:27280,f:3210,2010-01-22 12:15:54,2013-05-31 04:53:18
16453,11413,c:27280,f:1911,2010-01-22 12:15:54,2013-05-31 04:53:18
16454,11413,c:27280,f:2294,2010-01-22 12:15:54,2013-05-31 04:53:18
16455,11413,c:27280,f:2304,2010-01-22 12:15:54,2013-05-31 04:53:18
16456,11413,c:27280,f:3211,2010-01-22 12:15:54,2013-05-31 04:53:18
16457,11414,c:40436,f:837,2010-01-22 12:23:59,2013-07-30 10:33:56
16458,11415,c:40435,f:2907,2010-01-22 12:32:12,2010-01-22 12:32:12
16459,11417,c:1090,f:748,2010-01-22 16:31:11,2011-04-06 23:29:08
16460,11417,c:1090,f:26,2010-01-22 16:31:11,2011-04-06 23:29:08
16461,11419,c:40441,f:47,2010-01-22 17:20:21,2010-01-22 17:20:21
16462,11425,c:40456,f:3271,2010-01-22 22:52:02,2013-05-07 02:26:31
16463,11426,c:16611,f:663,2010-01-22 22:55:09,2010-01-22 22:55:09
16464,11427,c:9611,f:552,2010-01-22 22:58:48,2010-05-28 20:24:37
16465,11427,c:9611,f:733,2010-01-22 22:58:48,2010-05-28 20:24:37
16466,11429,c:40460,f:7883,2010-01-22 23:37:04,2010-01-22 23:37:04
16467,11431,c:40462,f:2983,2010-01-23 00:02:26,2010-01-23 00:02:26
16468,11433,c:40463,f:234,2010-01-23 00:10:19,2010-01-23 00:10:19
16469,11433,c:40463,f:864,2010-01-23 00:10:19,2010-01-23 00:10:19
16470,11434,c:40463,f:4297,2010-01-23 00:10:20,2010-01-23 00:10:21
16471,11434,c:40463,f:864,2010-01-23 00:10:20,2010-01-23 00:10:21
16472,11434,c:40463,f:234,2010-01-23 00:10:20,2010-01-23 00:10:21
16473,11437,c:40465,f:1974,2010-01-23 00:20:46,2010-01-23 00:20:47
16474,11437,c:40465,f:2991,2010-01-23 00:20:46,2010-01-23 00:20:47
16475,11437,c:40465,f:4298,2010-01-23 00:20:46,2010-01-23 00:20:47
16476,11437,c:40465,f:4299,2010-01-23 00:20:46,2010-01-23 00:20:47
16477,11437,c:40465,f:3259,2010-01-23 00:20:46,2010-01-23 00:20:47
16478,11438,c:40465,f:4300,2010-01-23 00:20:48,2010-01-23 00:20:49
16479,11438,c:40465,f:4301,2010-01-23 00:20:48,2010-01-23 00:20:49
16480,11439,c:40465,f:1974,2010-01-23 00:20:50,2011-11-17 07:47:04
16481,11439,c:40465,f:195,2010-01-23 00:20:50,2011-11-17 07:47:04
16482,11440,c:40466,f:2195,2010-01-23 00:28:49,2010-01-23 00:28:50
16483,11440,c:40466,f:2250,2010-01-23 00:28:49,2010-01-23 00:28:50
16484,11440,c:40466,f:620,2010-01-23 00:28:49,2010-01-23 00:28:50
16485,11440,c:40466,f:272,2010-01-23 00:28:49,2010-01-23 00:28:50
16486,11440,c:40466,f:2257,2010-01-23 00:28:49,2010-01-23 00:28:50
16487,11441,c:40466,f:2250,2010-01-23 00:28:51,2010-02-24 23:59:11
16488,11441,c:40466,f:620,2010-01-23 00:28:51,2010-02-24 23:59:11
16489,11441,c:40466,f:272,2010-01-23 00:28:51,2010-02-24 23:59:11
16490,11441,c:40466,f:2257,2010-01-23 00:28:51,2010-02-24 23:59:11
16491,11446,c:25074,f:468,2010-01-23 00:52:59,2013-06-20 10:19:15
16492,11451,c:40475,f:2975,2010-01-23 01:20:53,2010-01-23 01:20:54
16493,11454,c:40477,f:785,2010-01-23 01:43:03,2013-08-15 07:24:31
16494,11457,c:39983,f:1186,2010-01-23 10:59:55,2011-05-04 07:05:54
16495,11459,c:40540,f:4304,2010-01-24 10:23:01,2010-01-24 10:23:01
16496,11460,c:40541,f:4305,2010-01-24 10:35:48,2010-01-24 10:35:48
16497,11460,c:40541,f:1357,2010-01-24 10:35:48,2010-01-24 10:35:48
16498,11464,c:40545,f:4306,2010-01-24 11:43:16,2010-01-24 11:43:17
16499,11465,c:40546,f:2701,2010-01-24 12:09:18,2010-01-24 12:09:18
16500,11465,c:40546,f:3189,2010-01-24 12:09:18,2010-01-24 12:09:18
16501,11468,c:40551,f:4307,2010-01-24 13:05:46,2010-01-24 13:05:46
16502,11472,c:12416,f:96,2010-01-25 02:55:17,2013-12-03 04:59:41
16503,11472,c:12416,f:4850,2010-01-25 02:55:17,2013-12-03 04:59:41
16504,11472,c:12416,f:2737,2010-01-25 02:55:17,2013-12-03 04:59:41
16505,11472,c:12416,f:3181,2010-01-25 02:55:17,2013-12-03 04:59:41
16506,11472,c:12416,f:1569,2010-01-25 02:55:17,2013-12-03 04:59:41
16507,11472,c:12416,f:272,2010-01-25 02:55:17,2013-12-03 04:59:41
16508,11472,c:12416,f:2283,2010-01-25 02:55:17,2013-12-03 04:59:41
16509,11476,c:15949,f:563,2010-01-25 09:17:17,2011-11-08 18:32:05
16510,11476,c:15949,f:130,2010-01-25 09:17:17,2011-11-08 18:32:05
16511,11476,c:15949,f:864,2010-01-25 09:17:17,2011-11-08 18:32:05
16512,11477,c:40601,f:30,2010-01-25 09:49:27,2010-03-30 21:13:43
16513,11477,c:40601,f:1117,2010-01-25 09:49:27,2010-03-30 21:13:43
16514,11478,c:40619,f:1619,2010-01-25 15:27:05,2013-05-14 10:39:27
16515,11491,c:26691,f:42,2010-01-25 21:27:39,2010-01-25 21:27:39
16516,11491,c:26691,f:7,2010-01-25 21:27:39,2010-01-25 21:27:39
16517,11494,c:3389,f:3908,2010-01-25 21:31:47,2010-01-25 21:31:47
16518,11503,c:40655,f:18,2010-01-25 22:58:47,2010-01-25 22:58:47
16519,11503,c:40655,f:2325,2010-01-25 22:58:47,2010-01-25 22:58:47
16520,11510,c:40663,f:3883,2010-01-26 01:06:44,2010-01-28 06:41:45
16521,11510,c:40663,f:3938,2010-01-26 01:06:44,2010-01-28 06:41:45
16522,11510,c:40663,f:4336,2010-01-26 01:06:44,2010-01-28 06:41:45
16523,11510,c:40663,f:3884,2010-01-26 01:06:44,2010-01-28 06:41:45
16524,11518,c:40675,f:379,2010-01-26 05:20:25,2010-01-26 05:20:26
16525,11518,c:40675,f:3267,2010-01-26 05:20:25,2010-01-26 05:20:26
16526,11518,c:40675,f:4310,2010-01-26 05:20:25,2010-01-26 05:20:26
16527,11518,c:40675,f:4311,2010-01-26 05:20:25,2010-01-26 05:20:26
16528,11519,c:40677,f:3618,2010-01-26 05:45:27,2010-01-26 08:53:42
16529,11520,c:38215,f:41,2010-01-26 05:53:00,2010-01-26 05:53:00
16530,11520,c:38215,f:4108,2010-01-26 05:53:00,2010-01-26 05:53:00
16531,11522,c:40679,f:1186,2010-01-26 06:20:20,2010-01-26 06:20:20
16532,11522,c:40679,f:2565,2010-01-26 06:20:20,2010-01-26 06:20:20
16533,11527,c:40697,f:2533,2010-01-26 09:58:21,2013-05-30 13:49:27
16534,11528,c:40698,f:2223,2010-01-26 11:46:00,2010-01-26 11:46:01
16535,11528,c:40698,f:2530,2010-01-26 11:46:00,2010-01-26 11:46:01
16536,11529,c:1266,f:509,2010-01-26 14:33:16,2013-09-19 09:39:43
16537,11529,c:1266,f:508,2010-01-26 14:33:16,2013-09-19 09:39:43
16538,11529,c:1266,f:507,2010-01-26 14:33:16,2013-09-19 09:39:43
16539,11529,c:1266,f:379,2010-01-26 14:33:16,2013-09-19 09:39:43
16540,11530,c:12056,f:4315,2010-01-26 19:20:12,2010-01-26 19:20:12
16541,11531,c:36318,f:2975,2010-01-26 19:26:31,2013-07-11 04:29:33
16542,11532,c:40732,f:1334,2010-01-26 19:38:16,2011-01-29 00:19:05
16543,11532,c:40732,f:1248,2010-01-26 19:38:16,2011-01-29 00:19:05
16544,11533,c:40742,f:176,2010-01-26 20:32:56,2013-07-18 17:31:05
16545,11535,c:40743,f:4317,2010-01-26 21:31:56,2010-01-26 21:31:56
16546,11538,c:40744,f:2968,2010-01-26 21:43:25,2010-10-08 05:53:25
16547,11538,c:40744,f:5920,2010-01-26 21:43:25,2010-10-08 05:53:25
16548,11538,c:40744,f:1241,2010-01-26 21:43:25,2010-10-08 05:53:25
16549,11542,c:40747,f:4318,2010-01-26 22:22:10,2010-01-26 22:22:10
16550,11543,c:8771,f:130,2010-01-26 22:22:59,2011-11-18 18:18:47
16551,11544,c:40748,f:452,2010-01-26 22:24:30,2010-01-26 22:24:31
16552,11553,c:40762,f:552,2010-01-27 02:22:55,2012-10-04 07:07:06
16553,11553,c:40762,f:3881,2010-01-27 02:22:55,2012-10-04 07:07:06
16554,11555,c:24716,f:4319,2010-01-27 02:46:14,2013-06-13 11:54:08
16555,11556,c:40766,f:2720,2010-01-27 02:55:27,2010-01-27 02:55:28
16556,11556,c:40766,f:1926,2010-01-27 02:55:27,2010-01-27 02:55:28
16557,11557,c:40768,f:3116,2010-01-27 03:03:43,2010-07-23 21:19:37
16558,11563,c:40806,f:4323,2010-01-27 09:52:12,2010-01-27 09:52:13
16559,11564,c:40809,f:1391,2010-01-27 10:09:57,2010-01-27 10:09:57
16560,11566,c:40812,f:1279,2010-01-27 10:43:25,2013-04-29 06:34:37
16561,11567,c:40815,f:453,2010-01-27 10:59:21,2013-05-16 14:05:25
16562,11567,c:40815,f:737,2010-01-27 10:59:21,2013-05-16 14:05:25
16563,11567,c:40815,f:3951,2010-01-27 10:59:21,2013-05-16 14:05:25
16564,11567,c:40815,f:2053,2010-01-27 10:59:21,2013-05-16 14:05:25
16565,11567,c:40815,f:4850,2010-01-27 10:59:21,2013-05-16 14:05:25
16566,11567,c:40815,f:2510,2010-01-27 10:59:21,2013-05-16 14:05:25
16567,11570,c:6384,f:636,2010-01-27 12:40:22,2013-06-25 04:24:53
16568,11570,c:6384,f:13,2010-01-27 12:40:22,2013-06-25 04:24:53
16569,11570,c:6384,f:180,2010-01-27 12:40:22,2013-06-25 04:24:53
16570,11575,c:40840,f:1759,2010-01-27 16:14:38,2010-01-27 16:14:38
16571,11577,c:57157,f:4328,2010-01-27 20:42:11,2010-01-27 20:42:11
16572,11577,c:57157,f:4329,2010-01-27 20:42:11,2010-01-27 20:42:11
16573,11597,c:38464,f:1630,2010-01-28 00:47:51,2013-08-14 09:34:09
16574,11597,c:38464,f:2230,2010-01-28 00:47:51,2013-08-14 09:34:09
16575,11597,c:38464,f:1835,2010-01-28 00:47:51,2013-08-14 09:34:09
16576,11598,c:40875,f:17,2010-01-28 00:52:39,2010-07-21 20:54:53
16577,11598,c:40875,f:5853,2010-01-28 00:52:39,2010-07-21 20:54:53
16578,11598,c:40875,f:23,2010-01-28 00:52:39,2010-07-21 20:54:53
16579,11599,c:40886,f:2220,2010-01-28 05:51:52,2010-01-29 14:58:53
16580,11599,c:40886,f:2468,2010-01-28 05:51:52,2010-01-29 14:58:53
16581,11599,c:40886,f:2291,2010-01-28 05:51:52,2010-01-29 14:58:53
16582,11599,c:40886,f:2261,2010-01-28 05:51:52,2010-01-29 14:58:53
16583,11599,c:40886,f:1913,2010-01-28 05:51:52,2010-01-29 14:58:53
16584,11600,c:28109,f:2257,2010-01-28 05:57:01,2010-01-28 05:57:02
16585,11600,c:28109,f:41,2010-01-28 05:57:01,2010-01-28 05:57:02
16586,11601,c:40888,f:3389,2010-01-28 06:13:26,2013-07-26 13:23:12
16587,11601,c:40888,f:1857,2010-01-28 06:13:26,2013-07-26 13:23:12
16588,11601,c:40888,f:1262,2010-01-28 06:13:26,2013-07-26 13:23:12
16589,11602,c:40889,f:1649,2010-01-28 06:25:48,2010-01-28 06:25:48
16590,11603,c:40890,f:1649,2010-01-28 06:35:40,2010-01-28 06:35:40
16591,11603,c:40890,f:2529,2010-01-28 06:35:40,2010-01-28 06:35:40
16592,11607,c:31216,f:74,2010-01-28 09:11:49,2013-06-17 08:59:38
16593,11610,c:25600,f:2472,2010-01-28 22:34:02,2010-01-28 22:34:02
16594,11613,c:29930,f:1257,2010-01-29 01:56:12,2013-10-09 09:03:11
16595,11614,c:40957,f:3948,2010-01-29 09:05:48,2013-04-30 10:24:53
16596,11614,c:40957,f:3173,2010-01-29 09:05:48,2013-04-30 10:24:53
16597,11614,c:40957,f:4295,2010-01-29 09:05:48,2013-04-30 10:24:53
16598,11614,c:40957,f:2430,2010-01-29 09:05:48,2013-04-30 10:24:53
16599,11616,c:40958,f:3908,2010-01-29 09:24:57,2010-01-29 09:24:57
16600,11618,c:40961,f:2130,2010-01-29 10:02:44,2010-01-29 10:04:12
16601,11618,c:40961,f:334,2010-01-29 10:02:44,2010-01-29 10:04:12
16602,11620,c:40964,f:210,2010-01-29 10:17:56,2010-01-29 10:17:57
16603,11620,c:40964,f:184,2010-01-29 10:17:56,2010-01-29 10:17:57
16604,11621,c:40963,f:10127,2010-01-29 10:22:23,2010-01-29 10:22:23
16605,11621,c:40963,f:2581,2010-01-29 10:22:23,2010-01-29 10:22:23
16606,11626,c:113,f:1712,2010-01-29 15:06:35,2013-07-11 09:19:11
16607,11630,c:41006,f:4344,2010-01-29 22:50:36,2011-09-12 06:51:42
16608,11630,c:41006,f:4345,2010-01-29 22:50:36,2011-09-12 06:51:42
16609,11630,c:41006,f:4327,2010-01-29 22:50:36,2011-09-12 06:51:42
16610,11632,c:41010,f:1327,2010-01-30 04:25:01,2010-01-30 04:25:01
16611,11633,c:41011,f:4346,2010-01-30 04:30:07,2010-01-30 04:30:07
16612,11637,c:34199,f:2738,2010-01-30 05:14:26,2012-12-10 18:28:30
16613,11638,c:41018,f:3263,2010-01-30 05:35:35,2010-01-30 05:35:35
16614,11643,c:41027,f:4347,2010-01-30 10:08:49,2013-08-05 06:52:43
16615,11648,c:41035,f:2488,2010-01-30 11:20:05,2010-01-30 11:20:05
16616,11650,c:41041,f:1186,2010-01-30 14:37:26,2011-05-07 14:51:14
16617,11652,c:41048,f:4350,2010-01-30 17:09:55,2010-01-30 17:09:55
16618,11666,c:31142,f:367,2010-01-31 16:08:11,2013-11-29 03:35:45
16619,11666,c:31142,f:1834,2010-01-31 16:08:11,2013-11-29 03:35:45
16620,11666,c:31142,f:14878,2010-01-31 16:08:11,2013-11-29 03:35:45
16621,11671,c:41091,f:1237,2010-01-31 17:51:06,2010-01-31 17:51:06
16622,11672,c:41093,f:844,2010-01-31 18:09:34,2010-01-31 18:09:34
16623,11672,c:41093,f:4352,2010-01-31 18:09:34,2010-01-31 18:09:34
16624,11677,c:41107,f:2764,2010-02-01 04:46:29,2013-10-04 03:10:03
16625,11677,c:41107,f:2235,2010-02-01 04:46:29,2013-10-04 03:10:03
16626,11677,c:41107,f:2682,2010-02-01 04:46:29,2013-10-04 03:10:03
16627,11678,c:41108,f:3130,2010-02-01 04:55:12,2010-02-01 04:55:12
16628,11681,c:41119,f:4171,2010-02-01 07:23:16,2010-02-01 22:46:40
16629,11686,c:41139,f:4353,2010-02-01 14:07:51,2010-02-01 14:07:51
16630,11687,c:33713,f:2184,2010-02-01 14:21:11,2010-02-01 14:21:11
16631,11688,c:39807,f:121,2010-02-01 14:22:21,2013-11-06 06:24:30
16632,11688,c:39807,f:173,2010-02-01 14:22:21,2013-11-06 06:24:30
16633,11688,c:39807,f:286,2010-02-01 14:22:21,2013-11-06 06:24:30
16634,11688,c:39807,f:7,2010-02-01 14:22:21,2013-11-06 06:24:30
16635,11692,c:22065,f:196,2010-02-01 19:52:30,2010-02-01 19:52:30
16636,11692,c:22065,f:966,2010-02-01 19:52:30,2010-02-01 19:52:30
16637,11694,c:41165,f:745,2010-02-01 20:51:13,2010-03-04 18:14:00
16638,11695,c:3337,f:569,2010-02-01 21:40:28,2013-08-26 12:01:12
16639,11695,c:3337,f:2053,2010-02-01 21:40:28,2013-08-26 12:01:12
16640,11695,c:3337,f:4358,2010-02-01 21:40:28,2013-08-26 12:01:12
16641,11696,c:3337,f:26,2010-02-01 21:42:43,2013-08-26 12:01:12
16642,11696,c:3337,f:569,2010-02-01 21:42:43,2013-08-26 12:01:12
16643,11696,c:3337,f:2053,2010-02-01 21:42:43,2013-08-26 12:01:12
16644,11697,c:15400,f:892,2010-02-01 22:07:39,2013-09-17 07:14:49
16645,11697,c:15400,f:13,2010-02-01 22:07:39,2013-09-17 07:14:49
16646,11697,c:15400,f:137,2010-02-01 22:07:39,2013-09-17 07:14:49
16647,11698,c:36317,f:892,2010-02-01 23:37:12,2013-06-27 12:34:58
16648,11700,c:874,f:66,2010-02-02 00:40:17,2013-08-27 09:53:10
16649,11700,c:874,f:17,2010-02-02 00:40:17,2013-08-27 09:53:10
16650,11703,c:13815,f:1108,2010-02-02 03:11:41,2010-03-18 22:52:06
16651,11705,c:41181,f:66,2010-02-02 03:21:04,2013-04-29 21:39:14
16652,11709,c:35591,f:2853,2010-02-02 03:44:25,2013-09-12 09:43:43
16653,11709,c:35591,f:1327,2010-02-02 03:44:25,2013-09-12 09:43:43
16654,11709,c:35591,f:3833,2010-02-02 03:44:25,2013-09-12 09:43:43
16655,11712,c:36588,f:2682,2010-02-02 04:26:25,2010-02-02 04:26:25
16656,11712,c:36588,f:2305,2010-02-02 04:26:25,2010-02-02 04:26:25
16657,11714,c:41184,f:4360,2010-02-02 04:51:13,2010-02-02 04:51:13
16658,11720,c:41202,f:4093,2010-02-02 11:16:28,2010-02-02 11:16:29
16659,11723,c:41205,f:670,2010-02-02 12:25:01,2010-02-02 12:25:02
16660,11723,c:41205,f:4361,2010-02-02 12:25:01,2010-02-02 12:25:02
16661,11724,c:36082,f:2243,2010-02-02 12:41:16,2010-02-02 12:41:16
16662,11724,c:36082,f:4224,2010-02-02 12:41:16,2010-02-02 12:41:16
16663,11726,c:41207,f:1070,2010-02-02 13:12:42,2010-02-02 13:12:42
16664,11727,c:41210,f:642,2010-02-02 13:27:15,2010-02-02 13:27:16
16665,11727,c:41210,f:4362,2010-02-02 13:27:15,2010-02-02 13:27:16
16666,11729,c:41212,f:3117,2010-02-02 13:37:47,2010-02-02 13:37:47
16667,11730,c:1495,f:146,2010-02-02 13:44:42,2013-05-03 01:52:46
16668,11730,c:1495,f:42,2010-02-02 13:44:42,2013-05-03 01:52:46
16669,11730,c:1495,f:26,2010-02-02 13:44:42,2013-05-03 01:52:46
16670,11741,c:41249,f:1132,2010-02-03 00:36:50,2013-05-15 14:53:25
16671,11741,c:41249,f:745,2010-02-03 00:36:50,2013-05-15 14:53:25
16672,11743,c:41260,f:3298,2010-02-03 03:18:16,2010-02-03 03:18:17
16673,11743,c:41260,f:4365,2010-02-03 03:18:16,2010-02-03 03:18:17
16674,11743,c:41260,f:2682,2010-02-03 03:18:16,2010-02-03 03:18:17
16675,11744,c:41263,f:316,2010-02-03 03:25:47,2010-09-10 03:09:42
16676,11745,c:41264,f:1006,2010-02-03 03:42:32,2010-02-03 03:42:32
16677,11745,c:41264,f:3302,2010-02-03 03:42:32,2010-02-03 03:42:32
16678,11745,c:41264,f:4269,2010-02-03 03:42:32,2010-02-03 03:42:32
16679,11746,c:41265,f:3149,2010-02-03 03:52:53,2010-02-03 03:52:54
16680,11746,c:41265,f:79,2010-02-03 03:52:53,2010-02-03 03:52:54
16681,11747,c:1345,f:1275,2010-02-03 04:05:11,2010-02-03 04:05:11
16682,11747,c:1345,f:48,2010-02-03 04:05:11,2010-02-03 04:05:11
16683,11747,c:1345,f:215,2010-02-03 04:05:11,2010-02-03 04:05:11
16684,11747,c:1345,f:546,2010-02-03 04:05:11,2010-02-03 04:05:11
16685,11748,c:4582,f:1059,2010-02-03 04:24:41,2013-05-27 12:45:05
16686,11750,c:41271,f:3413,2010-02-03 04:41:03,2010-02-03 04:41:04
16687,11751,c:149,f:761,2010-02-03 04:49:56,2013-08-14 03:12:48
16688,11751,c:149,f:855,2010-02-03 04:49:56,2013-08-14 03:12:48
16689,11753,c:41275,f:81,2010-02-03 05:05:49,2010-02-04 21:18:19
16690,11754,c:10176,f:174,2010-02-03 06:41:35,2010-12-01 02:47:41
16691,11754,c:10176,f:7,2010-02-03 06:41:35,2010-12-01 02:47:41
16692,11754,c:10176,f:4367,2010-02-03 06:41:35,2010-12-01 02:47:41
16693,11754,c:10176,f:3181,2010-02-03 06:41:35,2010-12-01 02:47:41
16694,11755,c:41285,f:4368,2010-02-03 10:34:16,2010-02-03 10:34:17
16695,11755,c:41285,f:4369,2010-02-03 10:34:16,2010-02-03 10:34:17
16696,11756,c:41287,f:2487,2010-02-03 10:48:42,2010-02-03 10:48:42
16697,11757,c:41288,f:4370,2010-02-03 11:00:54,2010-02-03 11:00:54
16698,11758,c:29654,f:401,2010-02-03 11:19:36,2010-02-03 11:19:36
16699,11763,c:1279,f:518,2010-02-03 19:30:24,2013-06-27 20:14:48
16700,11763,c:1279,f:74,2010-02-03 19:30:24,2013-06-27 20:14:48
16701,11763,c:1279,f:515,2010-02-03 19:30:24,2013-06-27 20:14:48
16702,11763,c:1279,f:500,2010-02-03 19:30:24,2013-06-27 20:14:48
16703,11764,c:11843,f:39,2010-02-03 21:11:58,2010-02-03 21:11:59
16704,11764,c:11843,f:4375,2010-02-03 21:11:58,2010-02-03 21:11:59
16705,11764,c:11843,f:1449,2010-02-03 21:11:58,2010-02-03 21:11:59
16706,11765,c:11843,f:4377,2010-02-03 21:12:00,2010-02-03 21:12:00
16707,11769,c:25995,f:4691,2010-02-03 22:43:02,2011-05-31 12:30:33
16708,11770,c:41336,f:74,2010-02-04 01:28:55,2013-06-21 13:49:40
16709,11770,c:41336,f:4378,2010-02-04 01:28:55,2013-06-21 13:49:40
16710,11770,c:41336,f:4379,2010-02-04 01:28:55,2013-06-21 13:49:40
16711,11770,c:41336,f:4850,2010-02-04 01:28:55,2013-06-21 13:49:40
16712,11772,c:41344,f:2453,2010-02-04 10:31:21,2011-11-10 22:19:37
16713,11773,c:41343,f:4380,2010-02-04 10:34:11,2013-10-11 10:10:01
16714,11773,c:41343,f:2663,2010-02-04 10:34:11,2013-10-11 10:10:01
16715,11778,c:16807,f:4382,2010-02-04 11:25:31,2012-02-22 20:40:08
16716,11778,c:16807,f:4383,2010-02-04 11:25:31,2012-02-22 20:40:08
16717,11780,c:41355,f:4385,2010-02-04 11:58:04,2012-02-24 23:31:05
16718,11781,c:41357,f:36,2010-02-04 12:24:15,2010-02-04 12:24:15
16719,11783,c:19740,f:2325,2010-02-04 14:49:22,2010-07-22 09:26:31
16720,11790,c:41368,f:484,2010-02-04 19:06:37,2013-10-31 05:36:22
16721,11790,c:41368,f:134,2010-02-04 19:06:37,2013-10-31 05:36:22
16722,11790,c:41368,f:3440,2010-02-04 19:06:37,2013-10-31 05:36:22
16723,11790,c:41368,f:1681,2010-02-04 19:06:37,2013-10-31 05:36:22
16724,11790,c:41368,f:508,2010-02-04 19:06:37,2013-10-31 05:36:22
16725,11790,c:41368,f:4453,2010-02-04 19:06:37,2013-10-31 05:36:22
16726,11791,c:33873,f:3127,2010-02-04 19:14:31,2010-02-04 19:14:32
16727,11791,c:33873,f:1621,2010-02-04 19:14:31,2010-02-04 19:14:32
16728,11791,c:33873,f:3809,2010-02-04 19:14:31,2010-02-04 19:14:32
16729,11791,c:33873,f:739,2010-02-04 19:14:31,2010-02-04 19:14:32
16730,11791,c:33873,f:231,2010-02-04 19:14:31,2010-02-04 19:14:32
16731,11797,c:41372,f:7504,2010-02-04 19:43:19,2013-08-05 11:55:28
16732,11802,c:22484,f:41,2010-02-04 20:14:49,2010-02-04 20:14:50
16733,11802,c:22484,f:116,2010-02-04 20:14:49,2010-02-04 20:14:50
16734,11808,c:24923,f:243,2010-02-04 21:20:31,2013-10-15 13:10:01
16735,11808,c:24923,f:272,2010-02-04 21:20:31,2013-10-15 13:10:01
16736,11812,c:26985,f:4389,2010-02-04 21:47:36,2010-02-04 21:47:37
16737,11812,c:26985,f:4390,2010-02-04 21:47:36,2010-02-04 21:47:37
16738,11812,c:26985,f:4391,2010-02-04 21:47:36,2010-02-04 21:47:37
16739,11814,c:23248,f:1730,2010-02-05 03:37:49,2013-07-05 03:49:20
16740,11821,c:41432,f:42,2010-02-05 20:48:34,2013-08-08 12:53:20
16741,11821,c:41432,f:17,2010-02-05 20:48:34,2013-08-08 12:53:20
16742,11821,c:41432,f:609,2010-02-05 20:48:34,2013-08-08 12:53:20
16743,11824,c:1716,f:519,2010-02-05 21:30:33,2010-07-22 09:16:47
16744,11829,c:25316,f:123,2010-02-06 00:18:12,2013-10-28 04:20:15
16745,11829,c:25316,f:13,2010-02-06 00:18:12,2013-10-28 04:20:15
16746,11829,c:25316,f:127,2010-02-06 00:18:12,2013-10-28 04:20:15
16747,11829,c:25316,f:2924,2010-02-06 00:18:12,2013-10-28 04:20:15
16748,11830,c:41390,f:2391,2010-02-06 01:29:17,2010-02-06 19:50:33
16749,11836,c:41529,f:279,2010-02-08 09:35:32,2010-02-08 09:35:32
16750,11837,c:41531,f:3628,2010-02-08 09:55:42,2010-02-08 09:55:42
16751,11838,c:201169,f:36,2010-02-08 10:49:35,2013-09-13 10:00:52
